vehicle_id,timestamp,speed_kmh,battery_pct,motor_temp_c,lat,lon,fault_code
FP-0023,2026-06-11T07:38:35.000Z,77.7,75.15,57.5,-37.86649,145.449559,
FP-0024,2026-06-11T07:38:35.000Z,41.4,71.18,73.4,-37.796993,145.233883,
FP-0025,2026-06-11T07:38:35.000Z,39.5,70.72,64.9,-37.788959,145.16937,
FP-0026,2026-06-11T07:38:35.000Z,52.8,60.14,49.0,-37.705714,145.001826,
FP-0027,2026-06-11T07:38:35.000Z,46.4,58.93,59.8,-37.925865,145.103692,
FP-0028,2026-06-11T07:38:35.000Z,19.6,65.69,46.3,-37.776705,144.915759,
FP-0028,2026-06-11T07:38:35.000Z,19.6,65.69,46.3,-37.776705,144.915759,
FP-0029,2026-06-11T07:38:35.000Z,55.4,67.62,45.6,-37.848418,145.181522,
FP-0030,2026-06-11T07:38:35.000Z,46.9,55.2,,-37.939559,,
FP-0031,2026-06-11T07:38:35.000Z,30.3,66.95,53.1,-38.041799,144.623108,
FP-0033,2026-06-11T07:38:35.000Z,64.7,66.69,54.6,-37.543713,144.841786,
FP-0034,2026-06-11T07:38:35.000Z,0.0,47.98,,-38.241909,,
FP-0034,2026-06-11T07:38:35.000Z,0.0,47.98,,-38.241909,,
FP-0035,2026-06-11T07:38:35.000Z,28.8,78.03,52.1,-38.032016,144.687603,
FP-0036,2026-06-11T07:38:35.000Z,49.1,64.56,54.7,-37.699219,144.775946,
FP-0037,2026-06-11T07:38:35.000Z,54.0,57.1,42.0,-37.791199,145.185298,
FP-0039,2026-06-11T07:38:35.000Z,45.6,66.52,74.5,-37.789083,145.010341,
FP-0040,2026-06-11T07:38:35.000Z,50.7,57.28,41.1,-37.918492,144.666044,
FP-0042,2026-06-11T07:38:35.000Z,70.8,51.39,56.6,-37.883152,144.784824,
FP-0043,2026-06-11T07:38:35.000Z,43.0,73.85,55.5,-37.865199,145.282163,
FP-0044,2026-06-11T07:38:35.000Z,55.2,55.45,67.4,-37.697579,145.078912,
FP-0045,2026-06-11T07:38:35.000Z,0.0,76.35,41.7,-37.677505,145.143212,
FP-0046,2026-06-11T07:38:35.000Z,33.6,77.36,60.2,-37.842548,145.25604,
FP-0047,2026-06-11T07:38:35.000Z,40.2,77.66,55.4,-37.630086,144.821418,
FP-0048,2026-06-11T07:38:35.000Z,62.0,70.89,58.8,-37.808453,145.151081,
FP-0049,2026-06-11T07:38:35.000Z,0.0,77.66,30.5,-37.873968,144.925854,
FP-0050,2026-06-11T07:38:35.000Z,41.6,57.88,54.8,-37.847814,144.690439,
FP-0001,2026-06-11T07:38:40.000Z,35.6,61.76,57.7,-37.812568,145.287549,
FP-0002,2026-06-11T07:38:40.000Z,26.2,55.48,55.0,-37.863302,144.958287,
FP-0003,2026-06-11T07:38:40.000Z,3.8,54.97,50.9,-37.843351,144.722983,
FP-0004,2026-06-11T07:38:40.000Z,56.2,54.91,56.4,-37.799114,144.699054,
FP-0005,2026-06-11T07:38:40.000Z,50.8,73.6,25.6,-37.962987,145.184501,
FP-0006,2026-06-11T07:38:40.000Z,41.6,65.34,47.8,-37.77217,144.485383,
FP-0007,2026-06-11T07:38:40.000Z,47.4,65.07,63.1,-37.719786,144.622343,
FP-0008,2026-06-11T07:38:40.000Z,32.2,79.31,39.6,-37.69517,145.144276,
FP-0010,2026-06-11T07:38:40.000Z,52.8,77.84,57.9,-37.73915,144.683306,
FP-0011,2026-06-11T07:38:40.000Z,52.8,64.65,72.1,-37.620196,144.990634,
FP-0012,2026-06-11T07:38:40.000Z,0.0,76.8,46.9,-37.861537,145.117513,
FP-0013,2026-06-11T07:38:40.000Z,31.8,67.13,38.2,-37.921552,144.933973,
FP-0014,2026-06-11T07:38:40.000Z,55.7,64.66,47.0,-37.823625,144.906711,
FP-0015,2026-06-11T07:38:40.000Z,82.5,55.53,64.6,-37.660485,144.983698,
FP-0016,2026-06-11T07:38:40.000Z,58.2,78.65,78.8,-37.589891,144.840801,
FP-0017,2026-06-11T07:38:40.000Z,33.9,67.59,25.4,-38.005686,144.874724,
FP-0018,2026-06-11T07:38:40.000Z,32.4,51.09,42.6,-38.000782,144.831718,
FP-0019,2026-06-11T07:38:40.000Z,62.4,72.03,73.4,-37.576944,145.009109,
FP-0020,2026-06-11T07:38:40.000Z,60.4,59.44,73.2,-37.92933,144.456613,
FP-0021,2026-06-11T07:38:40.000Z,32.7,55.48,63.9,-37.728974,145.06664,
FP-0022,2026-06-11T07:38:40.000Z,41.0,72.1,63.1,-37.725293,144.894509,
FP-0023,2026-06-11T07:38:40.000Z,78.0,75.11,58.0,-37.866357,145.450784,
FP-0024,2026-06-11T07:38:40.000Z,32.2,71.16,73.2,-37.797023,145.233374,
FP-0025,2026-06-11T07:38:40.000Z,57.5,70.69,65.1,-37.789629,145.169039,
FP-0026,2026-06-11T07:38:40.000Z,NaN,60.12,48.9,-37.705529,145.00234,
FP-0027,2026-06-11T07:38:40.000Z,40.8,58.91,59.9,-37.926326,145.103415,
FP-0028,2026-06-11T07:38:40.000Z,5.4,65.69,46.1,-37.776711,144.915843,
FP-0029,2026-06-11T07:38:40.000Z,43.1,67.59,45.7,-37.84856,145.182181,
FP-0031,2026-06-11T07:38:40.000Z,31.4,66.93,52.7,-38.041709,144.622622,
FP-0033,2026-06-11T07:38:40.000Z,72.6,66.65,54.8,-37.543073,144.8426,
FP-0034,2026-06-11T07:38:40.000Z,0.7,47.98,74.4,-38.241905,144.878615,
FP-0035,2026-06-11T07:38:40.000Z,30.8,,,-38.032204,144.687176,
FP-0036,2026-06-11T07:38:40.000Z,42.2,64.54,55.1,-37.699681,144.775625,
FP-0037,2026-06-11T07:38:40.000Z,53.6,57.07,42.2,-37.791862,145.185169,
FP-0039,2026-06-11T07:38:40.000Z,44.1,66.5,74.3,-37.788563,145.010108,
FP-0040,2026-06-11T07:38:40.000Z,48.1,57.26,41.2,-37.918724,144.666748,
FP-0042,2026-06-11T07:38:40.000Z,59.8,51.36,56.7,-37.883526,144.784002,
FP-0043,2026-06-11T07:38:40.000Z,53.1,73.82,55.6,-37.8646,145.282527,
FP-0044,2026-06-11T07:38:40.000Z,56.8,55.42,67.4,-37.698258,145.078648,
FP-0045,2026-06-11T07:38:40.000Z,0.0,76.35,41.4,-37.677505,145.143212,
FP-0046,2026-06-11T07:38:40.000Z,43.5,77.34,60.1,-37.842267,145.25663,
FP-0047,2026-06-11T07:38:40.000Z,32.0,77.65,55.1,-37.629872,144.821846,
FP-0048,2026-06-11T07:38:40.000Z,61.7,70.85,59.0,-37.808659,145.15014,
FP-0049,2026-06-11T07:38:40.000Z,0.0,77.66,30.4,-37.873968,144.925854,
FP-0050,2026-06-11T07:38:40.000Z,37.4,57.86,54.8,-37.847351,144.690532,
FP-0001,2026-06-11T07:38:45.000Z,37.4,61.74,57.8,-37.812878,145.287993,
FP-0002,2026-06-11T07:38:45.000Z,35.9,55.46,55.1,-37.862879,144.95848,
FP-0003,2026-06-11T07:38:45.000Z,0.0,54.96,,-37.843351,144.722983,
FP-0004,2026-06-11T07:38:45.000Z,49.8,54.88,56.7,-37.799677,144.698717,
FP-0005,2026-06-11T07:38:45.000Z,48.7,73.57,26.2,-37.963527,145.184144,
FP-0006,2026-06-11T07:38:45.000Z,31.8,65.32,47.9,-37.772361,144.484942,
FP-0007,2026-06-11T07:38:45.000Z,48.1,65.05,62.9,-37.720188,144.621776,
FP-0008,2026-06-11T07:38:45.000Z,38.5,79.29,39.9,-37.695652,145.144256,
FP-0010,2026-06-11T07:38:45.000Z,46.7,77.81,58.0,-37.738568,144.683374,
FP-0011,2026-06-11T07:38:45.000Z,40.0,64.63,71.8,-37.620136,144.991262,
FP-0012,2026-06-11T07:38:45.000Z,0.0,76.8,46.6,-37.861537,145.117513,
FP-0013,2026-06-11T07:38:45.000Z,28.1,67.11,38.4,-37.921757,144.934336,
FP-0014,2026-06-11T07:38:45.000Z,64.8,64.62,47.2,-37.8236,144.907737,
FP-0015,2026-06-11T07:38:45.000Z,87.8,55.48,65.1,-37.661197,144.98264,
FP-0016,2026-06-11T07:38:45.000Z,61.2,78.62,78.9,-37.590475,144.840176,
FP-0017,2026-06-11T07:38:45.000Z,,67.57,25.6,-38.006047,144.874477,
FP-0018,2026-06-11T07:38:45.000Z,18.3,51.08,42.6,-38.000755,144.83143,
FP-0019,2026-06-11T07:38:45.000Z,69.1,71.99,73.7,-37.577632,145.00845,
FP-0020,2026-06-11T07:38:45.000Z,48.4,59.42,73.2,-37.929354,144.457379,
FP-0021,2026-06-11T07:38:45.000Z,48.1,55.46,63.8,-37.728622,145.066021,
FP-0022,2026-06-11T07:38:45.000Z,39.4,72.08,62.9,-37.72529,144.893886,
FP-0023,2026-06-11T07:38:45.000Z,82.6,75.06,58.6,-37.86623,145.452083,
FP-0024,2026-06-11T07:38:45.000Z,34.9,71.14,73.0,-37.797141,145.232843,
FP-0025,2026-06-11T07:38:45.000Z,59.3,70.66,65.1,-37.790286,145.168603,
FP-0026,2026-06-11T07:38:45.000Z,40.9,60.1,49.0,-37.705336,145.002939,
FP-0027,2026-06-11T07:38:45.000Z,48.6,58.88,59.9,-37.926881,145.103099,
FP-0028,2026-06-11T07:38:45.000Z,14.3,65.68,,-37.776691,144.916069,
FP-0029,2026-06-11T07:38:45.000Z,,67.57,45.5,-37.848699,,
FP-0031,2026-06-11T07:38:45.000Z,33.8,66.91,52.6,-38.041528,144.622137,
FP-0033,2026-06-11T07:38:45.000Z,65.1,66.62,54.9,-37.542468,144.843288,
FP-0034,2026-06-11T07:38:45.000Z,3.0,47.97,74.0,-38.241886,144.878574,
FP-0035,2026-06-11T07:38:45.000Z,36.8,77.99,52.3,-38.032468,144.686698,
FP-0036,2026-06-11T07:38:45.000Z,51.4,64.51,55.2,-37.700179,144.775112,
FP-0037,2026-06-11T07:38:45.000Z,69.3,57.03,42.6,-37.792727,145.185075,
FP-0039,2026-06-11T07:38:45.000Z,52.0,66.47,74.0,-37.787943,145.009859,
FP-0040,2026-06-11T07:38:45.000Z,49.0,57.23,41.4,-37.918865,144.667505,
FP-0042,2026-06-11T07:38:45.000Z,59.7,51.33,56.8,-37.883955,144.783226,
FP-0043,2026-06-11T07:38:45.000Z,44.4,73.8,55.6,-37.864127,145.282896,
FP-0044,2026-06-11T07:38:45.000Z,60.6,55.39,67.6,-37.698964,145.078298,
FP-0045,2026-06-11T07:38:45.000Z,0.0,76.35,41.2,-37.677505,145.143212,
FP-0046,2026-06-11T07:38:45.000Z,44.6,77.31,60.1,-37.841988,145.257242,
FP-0047,2026-06-11T07:38:45.000Z,25.1,77.63,54.9,-37.629765,144.822218,
FP-0048,2026-06-11T07:38:45.000Z,48.1,70.83,58.9,-37.808889,145.149436,
FP-0049,2026-06-11T07:38:45.000Z,0.0,77.66,30.3,-37.873968,144.925854,
FP-0050,2026-06-11T07:38:45.000Z,39.5,57.84,55.0,-37.846878,144.690712,
FP-0001,2026-06-11T07:38:50.000Z,46.5,61.71,58.5,-37.813227,145.288582,
FP-0002,2026-06-11T07:38:50.000Z,43.5,55.44,55.1,-37.862399,144.958804,
FP-0003,2026-06-11T07:38:50.000Z,0.0,54.96,50.2,-37.843351,144.722983,
FP-0004,2026-06-11T07:38:50.000Z,49.6,54.86,57.0,-37.800275,144.698506,
FP-0005,2026-06-11T07:38:50.000Z,39.1,73.55,26.4,-37.963935,145.183804,
FP-0006,2026-06-11T07:38:50.000Z,31.2,65.3,48.0,-37.772529,144.484496,
FP-0007,2026-06-11T07:38:50.000Z,40.7,65.02,62.6,-37.720593,144.621386,
FP-0008,2026-06-11T07:38:50.000Z,44.6,79.27,40.3,-37.696208,145.144306,
FP-0010,2026-06-11T07:38:50.000Z,41.9,77.79,57.9,-37.738049,144.683277,
FP-0011,2026-06-11T07:38:50.000Z,28.0,64.61,71.3,-37.620114,144.991703,
FP-0012,2026-06-11T07:38:50.000Z,0.0,76.8,46.4,-37.861537,145.117513,
FP-0013,2026-06-11T07:38:50.000Z,23.4,67.1,38.3,-37.921886,144.934669,
FP-0014,2026-06-11T07:38:50.000Z,52.8,64.6,47.5,,144.908564,
FP-0015,2026-06-11T07:38:50.000Z,73.4,55.44,65.3,-37.661805,144.98177,
FP-0016,2026-06-11T07:38:50.000Z,64.5,78.58,79.0,-37.591094,144.839522,
FP-0017,2026-06-11T07:38:50.000Z,48.0,67.55,25.9,-38.006587,144.874144,
FP-0018,2026-06-11T07:38:50.000Z,17.6,51.07,42.6,-38.000724,144.831154,
FP-0019,2026-06-11T07:38:50.000Z,57.2,71.96,73.9,-37.57828,145.008065,
FP-0020,2026-06-11T07:38:50.000Z,40.5,59.39,73.2,-37.9294,144.458019,
FP-0021,2026-06-11T07:38:50.000Z,51.2,55.43,63.7,-37.728184,145.065431,
FP-0022,2026-06-11T07:38:50.000Z,34.1,72.06,62.7,-37.725287,144.893346,
FP-0023,2026-06-11T07:38:50.000Z,68.1,75.03,59.0,-37.866047,145.453138,
FP-0024,2026-06-11T07:38:50.000Z,27.8,71.12,72.7,-37.797202,145.23241,
FP-0025,2026-06-11T07:38:50.000Z,,70.63,65.2,,145.16822,
FP-0026,2026-06-11T07:38:50.000Z,36.7,60.08,49.1,-37.705069,145.00341,
FP-0026,2026-06-11T07:38:50.000Z,36.7,60.08,49.1,-37.705069,145.00341,
FP-0027,2026-06-11T07:38:50.000Z,62.1,58.85,60.2,-37.927558,145.102618,
FP-0028,2026-06-11T07:38:50.000Z,14.7,65.67,45.8,-37.776672,144.9163,
FP-0029,2026-06-11T07:38:50.000Z,46.1,67.55,45.8,-37.848863,145.183495,
FP-0031,2026-06-11T07:38:50.000Z,32.9,66.89,52.6,-38.041361,144.62166,
FP-0033,2026-06-11T07:38:50.000Z,63.2,66.58,55.1,-37.542046,144.844131,
FP-0034,2026-06-11T07:38:50.000Z,0.7,47.97,73.3,-38.241883,144.878564,
FP-0035,2026-06-11T07:38:50.000Z,42.1,77.97,52.2,-38.032761,144.686142,
FP-0036,2026-06-11T07:38:50.000Z,39.6,64.49,55.6,-37.700583,144.774751,
FP-0037,2026-06-11T07:38:50.000Z,75.5,56.99,43.2,-37.793665,145.185213,
FP-0039,2026-06-11T07:38:50.000Z,59.7,66.44,74.2,-37.787235,145.009555,
FP-0040,2026-06-11T07:38:50.000Z,48.1,57.21,41.6,-37.918919,144.668264,
FP-0042,2026-06-11T07:38:50.000Z,53.9,51.3,57.1,-37.884383,144.782567,
FP-0043,2026-06-11T07:38:50.000Z,36.0,73.78,55.7,-37.863719,145.283136,
FP-0044,2026-06-11T07:38:50.000Z,58.1,55.36,67.5,-37.699669,145.078073,
FP-0045,2026-06-11T07:38:50.000Z,0.0,76.35,40.9,-37.677505,145.143212,
FP-0046,2026-06-11T07:38:50.000Z,37.2,77.29,60.1,-37.841704,145.257708,
FP-0047,2026-06-11T07:38:50.000Z,15.2,77.62,54.4,-37.629721,144.822452,
FP-0048,2026-06-11T07:38:50.000Z,50.7,70.8,59.0,-37.80926,145.148785,
FP-0049,2026-06-11T07:38:50.000Z,0.0,77.66,30.1,-37.873968,144.925854,
FP-0050,2026-06-11T07:38:50.000Z,47.4,57.82,54.8,-37.84629,144.690806,
FP-0001,2026-06-11T07:38:55.000Z,40.9,61.69,58.5,-37.813507,145.289124,
FP-0002,2026-06-11T07:38:55.000Z,23.3,55.43,252.1,-37.862159,144.959013,
FP-0003,2026-06-11T07:38:55.000Z,0.0,54.96,49.8,-37.843351,144.722983,
FP-0004,2026-06-11T07:38:55.000Z,39.8,54.83,57.3,-37.800762,144.698635,
FP-0005,2026-06-11T07:38:55.000Z,,73.52,26.8,,145.183462,
FP-0006,2026-06-11T07:38:55.000Z,27.2,65.29,47.9,-37.772575,144.48407,
FP-0007,2026-06-11T07:38:55.000Z,42.4,65.0,62.8,-37.721006,144.620966,
FP-0008,2026-06-11T07:38:55.000Z,50.8,116.14,40.5,-37.696831,145.14446,
FP-0010,2026-06-11T07:38:55.000Z,46.1,77.77,58.0,-37.737474,144.683211,
FP-0011,2026-06-11T07:38:55.000Z,34.3,64.59,71.1,-37.620093,144.992244,
FP-0012,2026-06-11T07:38:55.000Z,0.0,76.8,46.1,-37.861537,145.117513,
FP-0013,2026-06-11T07:38:55.000Z,23.5,67.09,38.4,-37.922011,144.935006,
FP-0014,2026-06-11T07:38:55.000Z,46.3,64.57,47.6,-37.823433,144.909292,
FP-0015,2026-06-11T07:38:55.000Z,63.2,55.41,65.4,-37.662327,144.981019,
FP-0016,2026-06-11T07:38:55.000Z,66.4,78.55,79.2,-37.591811,144.838993,
FP-0017,2026-06-11T07:38:55.000Z,44.5,67.52,237.4,-38.007071,144.873795,
FP-0018,2026-06-11T07:38:55.000Z,2.9,51.07,42.5,-38.000722,144.831108,
FP-0019,2026-06-11T07:38:55.000Z,58.4,71.93,74.0,-37.578943,145.007677,
FP-0020,2026-06-11T07:38:55.000Z,57.8,59.36,73.3,-37.929381,144.458936,
FP-0021,2026-06-11T07:38:55.000Z,49.1,55.4,63.7,-37.727712,145.064934,
FP-0022,2026-06-11T07:38:55.000Z,37.6,72.04,62.4,-37.725281,144.892752,
FP-0023,2026-06-11T07:38:55.000Z,66.4,74.99,59.3,-37.865932,145.45418,
FP-0024,2026-06-11T07:38:55.000Z,13.1,71.12,72.1,-37.797213,145.232203,
FP-0025,2026-06-11T07:38:55.000Z,,,65.4,-37.7916,145.167779,
FP-0026,2026-06-11T07:38:55.000Z,43.9,60.06,,-37.704752,,
FP-0027,2026-06-11T07:38:55.000Z,48.3,58.82,60.2,-37.928127,145.10236,
FP-0028,2026-06-11T07:38:55.000Z,10.4,65.66,45.6,-37.776672,144.916464,
FP-0029,2026-06-11T07:38:55.000Z,32.4,67.53,45.9,-37.849029,145.183965,
FP-0031,2026-06-11T07:38:55.000Z,17.6,66.88,52.4,-38.041336,144.621382,
FP-0033,2026-06-11T07:38:55.000Z,61.0,66.55,55.4,-37.541716,144.844998,
FP-0034,2026-06-11T07:38:55.000Z,0.0,47.97,72.8,-38.241883,144.878564,
FP-0035,2026-06-11T07:38:55.000Z,41.8,77.95,52.3,-38.033115,144.685654,
FP-0036,2026-06-11T07:38:55.000Z,43.9,64.46,55.7,-37.700954,144.774237,
FP-0037,2026-06-11T07:38:55.000Z,76.3,56.95,43.7,-37.794617,145.185317,
FP-0039,2026-06-11T07:38:55.000Z,49.7,66.41,74.0,-37.786617,145.009477,
FP-0040,2026-06-11T07:38:55.000Z,55.3,57.18,42.1,-37.919017,144.669132,
FP-0042,2026-06-11T07:38:55.000Z,52.1,51.27,57.2,-37.884695,144.781841,
FP-0043,2026-06-11T07:38:55.000Z,32.5,73.76,55.7,-37.863335,145.283306,
FP-0044,2026-06-11T07:38:55.000Z,58.4,55.33,67.5,-37.700389,145.077911,
FP-0045,2026-06-11T07:38:55.000Z,0.0,76.35,40.7,-37.677505,145.143212,
FP-0046,2026-06-11T07:38:55.000Z,38.2,77.27,60.0,-37.841437,145.25821,
FP-0047,2026-06-11T07:38:55.000Z,17.3,77.61,54.2,-37.629722,144.822725,
FP-0048,2026-06-11T07:38:55.000Z,49.6,70.77,59.0,-37.809533,145.14808,
FP-0049,2026-06-11T07:38:55.000Z,0.0,77.66,30.0,-37.873968,144.925854,
FP-0050,2026-06-11T07:38:55.000Z,58.0,57.78,55.2,-37.845567,144.690888,
FP-0001,2026-06-11T07:39:00.000Z,36.5,61.67,58.8,-37.81371,145.289643,
FP-0002,2026-06-11T07:39:00.000Z,25.0,55.41,54.8,-37.861859,144.959124,
FP-0003,2026-06-11T07:39:00.000Z,0.0,54.96,,-37.843351,144.722983,
FP-0004,2026-06-11T07:39:00.000Z,44.3,54.81,57.4,-37.801308,144.698757,
FP-0005,2026-06-11T07:39:00.000Z,42.6,73.5,,,145.183133,
FP-0006,2026-06-11T07:39:00.000Z,19.7,65.27,47.8,-37.77252,144.483766,
FP-0007,2026-06-11T07:39:00.000Z,46.1,64.98,62.9,-37.721429,144.62047,
FP-0008,2026-06-11T07:39:00.000Z,45.4,79.21,40.7,-37.697391,145.144331,
FP-0010,2026-06-11T07:39:00.000Z,37.9,77.75,57.9,-37.737003,144.683279,
FP-0011,2026-06-11T07:39:00.000Z,33.8,64.57,71.0,-37.620078,144.992778,
FP-0012,2026-06-11T07:39:00.000Z,0.0,76.8,45.9,-37.861537,145.117513,
FP-0013,2026-06-11T07:39:00.000Z,20.6,67.07,38.5,-37.922144,144.935286,
FP-0014,2026-06-11T07:39:00.000Z,,64.54,47.9,-37.823373,144.910288,
FP-0015,2026-06-11T07:39:00.000Z,64.3,55.38,65.9,-37.662891,144.980293,
FP-0016,2026-06-11T07:39:00.000Z,NaN,78.51,79.3,-37.592594,144.838575,
FP-0017,2026-06-11T07:39:00.000Z,49.1,67.49,26.2,-38.0076,144.873397,
FP-0018,2026-06-11T07:39:00.000Z,23.4,51.05,42.5,-38.000712,144.830737,
FP-0019,2026-06-11T07:39:00.000Z,68.2,71.89,74.6,-37.579688,,
FP-0020,2026-06-11T07:39:00.000Z,51.1,59.33,73.2,-37.929348,144.459746,
FP-0021,2026-06-11T07:39:00.000Z,53.5,55.38,63.6,-37.727169,145.064437,
FP-0022,2026-06-11T07:39:00.000Z,44.6,72.01,62.3,-37.725214,144.892051,
FP-0023,2026-06-11T07:39:00.000Z,70.9,74.96,59.6,-37.865689,145.455261,
FP-0024,2026-06-11T07:39:00.000Z,11.5,71.11,71.7,-37.797211,145.232021,
FP-0025,2026-06-11T07:39:00.000Z,55.4,70.57,65.5,-37.792067,145.16713,
FP-0026,2026-06-11T07:39:00.000Z,51.8,60.03,,,145.004702,
FP-0027,2026-06-11T07:39:00.000Z,27.5,58.8,60.4,-37.928468,145.102312,
FP-0028,2026-06-11T07:39:00.000Z,14.9,65.65,45.3,-37.776651,144.916699,
FP-0029,2026-06-11T07:39:00.000Z,37.0,67.51,46.2,-37.849201,145.184509,
FP-0031,2026-06-11T07:39:00.000Z,17.1,66.87,52.3,-38.041336,144.62111,
FP-0033,2026-06-11T07:39:00.000Z,55.8,66.52,55.7,-37.541419,144.845795,
FP-0034,2026-06-11T07:39:00.000Z,4.8,47.96,72.2,-38.241867,144.87849,
FP-0035,2026-06-11T07:39:00.000Z,45.5,77.92,52.2,-38.033486,144.685105,
FP-0036,2026-06-11T07:39:00.000Z,54.1,64.44,56.0,-37.701457,144.773665,
FP-0037,2026-06-11T07:39:00.000Z,81.8,56.91,44.0,-37.79564,145.185265,
FP-0039,2026-06-11T07:39:00.000Z,34.1,66.39,73.9,-37.786192,145.009424,
FP-0040,2026-06-11T07:39:00.000Z,49.7,57.15,42.5,-37.919102,144.669913,
FP-0042,2026-06-11T07:39:00.000Z,60.0,51.24,57.2,-37.884826,144.780905,
FP-0043,2026-06-11T07:39:00.000Z,23.6,73.75,55.8,-37.863054,145.283421,
FP-0044,2026-06-11T07:39:00.000Z,59.7,55.29,67.5,-37.701128,145.077776,
FP-0045,2026-06-11T07:39:00.000Z,0.0,76.35,40.4,-37.677505,145.143212,
FP-0046,2026-06-11T07:39:00.000Z,37.2,77.25,59.7,-37.841081,145.25859,
FP-0047,2026-06-11T07:39:00.000Z,19.6,77.6,53.9,-37.629699,144.823033,
FP-0048,2026-06-11T07:39:00.000Z,56.2,70.74,59.0,-37.809887,145.14731,
FP-0049,2026-06-11T07:39:00.000Z,0.0,77.66,29.8,-37.873968,144.925854,
FP-0050,2026-06-11T07:39:00.000Z,59.6,57.75,55.6,-37.844821,144.690874,
FP-0001,2026-06-11T07:39:05.000Z,32.0,61.65,58.6,-37.813882,145.2901,
FP-0002,2026-06-11T07:39:05.000Z,40.2,55.39,54.7,-37.861374,144.959293,
FP-0003,2026-06-11T07:39:05.000Z,0.0,54.96,49.1,-37.843351,144.722983,
FP-0004,2026-06-11T07:39:05.000Z,ERR,54.78,57.7,-37.801881,144.698849,
FP-0005,2026-06-11T07:39:05.000Z,50.9,73.47,27.5,-37.965563,145.182738,
FP-0006,2026-06-11T07:39:05.000Z,29.4,65.26,47.8,-37.772396,144.483328,
FP-0007,2026-06-11T07:39:05.000Z,50.8,64.95,62.8,-37.721858,144.619876,
FP-0008,2026-06-11T07:39:05.000Z,40.0,79.19,40.8,-37.697887,145.144255,
FP-0010,2026-06-11T07:39:05.000Z,36.6,77.72,,-37.736551,144.683366,
FP-0011,2026-06-11T07:39:05.000Z,27.4,64.56,70.5,-37.620086,144.993211,
FP-0012,2026-06-11T07:39:05.000Z,0.0,76.8,203.2,-37.861537,145.117513,
FP-0013,2026-06-11T07:39:05.000Z,25.0,67.06,38.2,-37.922261,144.935654,
FP-0014,2026-06-11T07:39:05.000Z,55.6,64.51,48.4,-37.823385,144.911169,
FP-0015,2026-06-11T07:39:05.000Z,78.5,55.33,66.2,-37.663522,144.979344,
FP-0016,2026-06-11T07:39:05.000Z,58.2,78.48,79.1,-37.593226,144.838117,
FP-0017,2026-06-11T07:39:05.000Z,55.0,67.47,26.5,-38.008152,144.872876,
FP-0018,2026-06-11T07:39:05.000Z,42.5,51.03,42.5,-38.00059,144.83008,
FP-0019,2026-06-11T07:39:05.000Z,69.3,71.86,74.8,-37.580497,145.006759,
FP-0020,2026-06-11T07:39:05.000Z,48.2,59.31,73.3,-37.92933,144.46051,
FP-0021,2026-06-11T07:39:05.000Z,42.2,55.35,63.7,,,
FP-0022,2026-06-11T07:39:05.000Z,31.3,72.0,61.9,-37.725219,144.891557,
FP-0023,2026-06-11T07:39:05.000Z,65.3,74.92,59.6,-37.865574,145.456286,
FP-0024,2026-06-11T07:39:05.000Z,12.9,71.1,71.0,-37.797199,145.231817,
FP-0025,2026-06-11T07:39:05.000Z,51.3,70.54,65.7,-37.79254,145.16658,
FP-0026,2026-06-11T07:39:05.000Z,57.7,60.0,49.8,-37.704116,145.00551,
FP-0027,2026-06-11T07:39:05.000Z,23.8,58.79,60.2,-37.928764,145.102269,
FP-0028,2026-06-11T07:39:05.000Z,8.2,65.65,45.1,-37.776647,144.916828,
FP-0029,2026-06-11T07:39:05.000Z,24.5,67.49,46.3,-37.84938,145.184825,
FP-0031,2026-06-11T07:39:05.000Z,28.9,66.85,52.4,-38.041337,144.620652,
FP-0033,2026-06-11T07:39:05.000Z,61.7,66.49,55.8,-37.541313,144.84676,
FP-0034,2026-06-11T07:39:05.000Z,19.8,47.95,72.1,-38.241776,144.878197,
FP-0035,2026-06-11T07:39:05.000Z,44.2,77.9,52.0,-38.033782,144.684511,
FP-0036,2026-06-11T07:39:05.000Z,38.8,64.41,56.0,-37.701894,144.773397,
FP-0037,2026-06-11T07:39:05.000Z,92.0,56.86,44.7,-37.796776,145.1855,
FP-0039,2026-06-11T07:39:05.000Z,-35.2,66.37,74.2,-37.785675,145.009338,
FP-0040,2026-06-11T07:39:05.000Z,43.6,57.13,42.7,-37.919244,144.670581,
FP-0042,2026-06-11T07:39:05.000Z,NaN,51.2,57.4,-37.885135,144.779884,
FP-0043,2026-06-11T07:39:05.000Z,29.0,73.73,55.8,-37.862709,145.283566,
FP-0044,2026-06-11T07:39:05.000Z,65.5,55.26,67.8,-37.701936,145.077597,
FP-0045,2026-06-11T07:39:05.000Z,0.0,76.35,40.2,-37.677505,145.143212,
FP-0046,2026-06-11T07:39:05.000Z,35.2,77.23,59.8,-37.840805,145.259024,
FP-0047,2026-06-11T07:39:05.000Z,26.7,77.58,53.7,-37.629643,144.823448,
FP-0048,2026-06-11T07:39:05.000Z,61.9,70.71,59.5,-37.810282,145.146466,
FP-0049,2026-06-11T07:39:05.000Z,0.0,77.66,29.7,-37.873968,144.925854,
FP-0050,2026-06-11T07:39:05.000Z,53.8,57.72,55.4,-37.844153,144.690767,
FP-0001,2026-06-11T07:39:10.000Z,29.7,61.64,58.9,-37.814031,145.290531,
